1	01	01	NULL	NULL	CABALLOS- ASNOS- MULOS Y BURDEGANOS- VIVOS	0	0	0	0	NULL
1	01	01	10	NULL	CABALLOS REPRODUCTORES DE RAZA PURA - 010110	0	0	0	0	NULL
1	01	01	10	1000	CABALLOS REPRODUCTORES DE RAZA PURA- VIVOS	5	16	1110	720	NULL
1	01	01	10	2000	ASNOS- REPRODUCTORES DE RAZA PURA- VIVOS	10	16	1110	720	NULL
1	01	01	21	NULL	CABALLOS REPRODUCTORES DE RAZA PURA- VIVOS	10	16	1110	720	NULL
1	01	01	21	0000	CABALLOS REPRODUCTORES DE RAZA PURA- VIVOS	5	16	1110	720	NULL
1	01	01	29	NULL	LOS DMS CABALLOS VIVOS	5	16	1110	720	NULL
1	01	01	29	0000	LOS DMS CABALLOS VIVOS	0	0	1110	720	NULL
1	01	01	29	1000	LOS DMS CABALLOS PARA CARRERA	10	16	1110	720	NULL
1	01	01	29	9000	LOS DMS CABALLOS	10	16	1110	720	NULL
1	01	01	30	NULL	ASNOS- VIVOS	10	16	1110	720	NULL
1	01	01	30	0000	ASNOS- VIVOS	10	16	1110	720	NULL
1	01	01	90	NULL	LOS DMS CABALLOS ASNOS MULOS Y BURDEGANOS VIVOS	10	16	1110	720	NULL
1	01	01	90	0000	LOS DMS MULOS Y BURDEGANOS VIVOS	0	0	1110	720	NULL
1	01	01	90	1100	CABALLOS PARA CARRERA	10	16	1110	730	NULL
1	01	01	90	1900	LOS DMS CABALLOS VIVOS- EXCEPTO PARA CARRERA	10	16	1110	730	NULL
1	01	01	90	9000	LOS DMS ASNOS- MULOS Y BURDEGANOS- VIVOS	10	16	1110	730	NULL
1	01	02	NULL	NULL	ANIMALES VIVOS DE LA ESPECIE BOVINA	10	16	1110	730	NULL
1	01	02	10	NULL	REPRODUCTORES DE RAZA PURA DE LA ESPECIE BOVINA	10	16	1110	730	NULL
1	01	02	10	0010	REPRODUCTORES DE RAZA PURA- DE LA ESPECIE BOVINA- HEMBRAS	5	0	1110	511	NULL
1	01	02	10	0020	REPRODUCTORES DE RAZA PURA- DE LA ESPECIE BOVINA- MACHOS	5	0	1110	511	NULL
1	01	02	21	NULL	REPRODUCTORES DE RAZA PURA- BOVINOS DOMESTICOS	5	0	1110	511	NULL
1	01	02	21	0000	REPRODUCTORES DE RAZA PURA- BOVINOS DOMESTICOS	0	0	1110	720	NULL
1	01	02	21	0010	REPRODUCTORES DE RAZA PURA- BOVINOS DOMESTICOS- HEMBRAS	5	0	1110	720	NULL
1	01	02	21	0020	REPRODUCTORES DE RAZA PURA- BOVINOS DOMESTICOS- MACHOS	5	0	1110	720	NULL
1	01	02	29	NULL	LOS DMS BOVINOS DOMESTICOS	5	0	1110	720	NULL
1	01	02	29	0000	LOS DMS BOVINOS DOMESTICOS	0	0	1110	720	NULL
1	01	02	29	1000	LOS DMS BOVINOS DOMESTICOS- PARA LIDIA	10	16	1110	720	NULL
1	01	02	29	9000	LOS DMS BOVINOS DOMESTICOS	0	0	1110	720	NULL
1	01	02	29	9010	LOS DMS BOVINOS DOMESTICOS- HEMBRAS	10	0	1110	720	NULL
1	01	02	29	9020	LOS DMS BOVINOS DOMESTICOS- MACHOS	10	0	1110	720	NULL
1	01	02	31	NULL	REPRODUCTORES DE RAZA PURA- BUFALOS	10	0	1110	720	NULL
1	01	02	31	0000	REPRODUCTORES DE RAZA PURA- BUFALOS	0	0	1110	720	NULL
1	01	02	31	0010	REPRODUCTORES DE RAZA PURA- BUFALOS- HEMBRAS	5	0	1110	720	NULL
1	01	02	31	0020	REPRODUCTORES DE RAZA PURA- BUFALOS- MACHOS	5	0	1110	720	NULL
1	01	02	39	NULL	LOS DMS BUFALOS	5	0	1110	720	NULL
1	01	02	39	0000	LOS DMS BUFALOS	0	0	1110	720	NULL
1	01	02	39	0010	LOS DMS BUFALOS- HEMBRAS	10	0	1110	720	NULL
1	01	02	39	0020	LOS DMS BUFALOS- MACHOS	10	0	1110	720	NULL
1	01	02	90	NULL	LOS DMS ANIMALES VIVOS DE LA ESPECIE BOVINA	10	0	1110	720	NULL
1	01	02	90	0010	LOS DMS ANIMALES VIVOS DE LA ESPECIE BOVINA- HEMBRAS	10	0	1110	511	NULL
1	01	02	90	0020	LOS DMS ANIMALES VIVOS DE LA ESPECIE BOVINA- MACHOS	10	0	1110	511	NULL
1	01	02	90	1000	ANIMALES VIVOS DE LA ESPECIE BOVINA- PARA LIDIA	10	0	1110	220	NULL
1	01	02	90	9010	LOS DMS ANIMALES VIVOS DE LA ESPECIE BOVINA- HEMBRAS	10	0	1110	511	NULL
1	01	02	90	9020	LOS DMS ANIMALES VIVOS DE LA ESPECIE BOVINA- MACHOS	10	0	1110	511	NULL
1	01	03	NULL	NULL	ANIMALES VIVOS DE LA ESPECIE PORCINA	10	0	1110	511	NULL
1	01	03	10	NULL	REPRODUCTORES DE RAZA PURA DE LA ESPECIE PORCINA	10	0	1110	511	NULL
1	01	03	10	0000	REPRODUCTORES DE RAZA PURA- DE LA ESPECIE PORCINA	5	0	1110	720	NULL
1	01	03	91	NULL	LOS DMS ANIMALES VIVOS -DE PESO < A 50 KG- DE LA ESPECIE PORCINA	5	0	1110	720	NULL
1	01	03	91	0000	LOS DMS ANIMALES VIVOS DE LA ESPECIE PORCINA- DE PESO INFERIOR A 50 KG	10	0	1110	511	NULL
1	01	03	92	NULL	LOS DMS ANIMALES VIVOS -DE PESO >= A 50 KG- DE LA ESPECIE PORCINA	10	0	1110	511	NULL
1	01	03	92	0000	LOS DMS ANIMALES VIVOS DE LA ESPECIE PORCINA- DE PESO SUPERIOR O IGUAL A 50 KG	10	0	1110	511	NULL
